reviews,cluster,repo_id
0.0,2,27108
0.0,2,26307
0.0,2,26812
0.0,2,30183
1.0,2,26777
8.0,2,27344
1.0,2,30076
0.0,2,25867
0.0,2,25675
12.0,2,28033
20.0,2,25921
88.0,2,27489
1.0,2,27888
1.0,2,27192
0.0,2,26944
0.0,2,27586
24.0,2,27551
0.0,2,25759
4.0,2,27214
4.0,2,25568
0.0,2,25781
0.0,2,30045
1.0,2,30060
6.0,2,25914
1.0,2,30099
11.0,2,25792
2.0,2,25747
0.0,2,25653
2.0,2,27376
6.0,2,27360
30.0,2,25885
76.0,2,28010
47.0,2,27357
0.0,2,26729
0.0,2,28052
1.0,2,25826
2.0,2,26991
0.0,2,25744
0.0,2,27122
0.0,2,27693
54.0,2,28137
0.0,2,26477
0.0,2,27142
62.0,2,25441
0.0,2,30090
1.0,2,25891
0.0,2,27241
40.0,2,27996
0.0,2,27258
213.0,0,27927
1.0,2,25538
1.0,2,27177
0.0,2,25732
0.0,2,25543
1.0,2,25462
5.0,2,27402
0.0,2,25696
0.0,2,30070
0.0,2,26082
1.0,2,27935
0.0,2,25595
9.0,2,30112
3.0,2,27339
0.0,2,25910
0.0,2,30256
0.0,2,26899
0.0,2,27064
4.0,2,25958
1.0,2,25944
0.0,2,27831
0.0,2,27193
1.0,2,27554
1.0,2,25532
1.0,2,25901
0.0,2,28066
18.0,2,28041
0.0,2,26585
0.0,2,27849
2.0,2,30028
0.0,2,25434
0.0,2,27670
4.0,2,27497
3.0,2,30163
6.0,2,25907
9.0,2,25665
8.0,2,25957
0.0,2,27336
70.0,2,27460
111.0,2,27858
4.0,2,27634
0.0,2,27110
165.0,0,25765
4.0,2,27450
0.0,2,25840
264.0,0,28030
0.0,2,25520
2.0,2,27616
0.0,2,26870
1.0,2,25930
0.0,2,28086
1.0,2,30203
0.0,2,25798
8.0,2,30055
87.0,2,27923
9.0,2,27263
2.0,2,27929
4.0,2,27278
0.0,2,27265
0.0,2,26387
0.0,2,25560
4.0,2,27973
0.0,2,25854
0.0,2,26063
0.0,2,27145
0.0,2,26814
0.0,2,27876
0.0,2,26301
1.0,2,25686
0.0,2,25503
0.0,2,27939
0.0,2,26908
58.0,2,27236
0.0,2,27127
0.0,2,25699
1.0,2,27761
0.0,2,25467
12.0,2,27038
14.0,2,30079
1.0,2,26609
0.0,2,25830
6.0,2,25545
0.0,2,27300
12.0,2,26989
0.0,2,27955
1.0,2,27463
7.0,2,26399
2.0,2,27569
0.0,2,26794
2.0,2,27484
0.0,2,26083
0.0,2,28055
5.0,2,27531
0.0,2,30259
7.0,2,27972
0.0,2,26793
0.0,2,26383
0.0,2,25453
5.0,2,30149
2.0,2,25887
0.0,2,25702
0.0,2,27677
0.0,2,27514
0.0,2,27521
7.0,2,27354
1.0,2,27661
40.0,2,25622
0.0,2,25449
0.0,2,27818
0.0,2,25770
1.0,2,27971
8.0,2,25459
1.0,2,30237
0.0,2,27407
33.0,2,30324
0.0,2,27424
0.0,2,25805
0.0,2,27896
23.0,2,28039
34.0,2,27649
2.0,2,25684
0.0,2,26188
4.0,2,26756
3.0,2,27308
0.0,2,27166
0.0,2,26909
0.0,2,27148
1.0,2,27011
1.0,2,30054
0.0,2,26795
4.0,2,25900
2.0,2,25862
0.0,2,25794
16.0,2,25551
0.0,2,25646
15.0,2,27845
3.0,2,27212
19.0,2,27846
0.0,2,25484
0.0,2,27158
0.0,2,27453
22.0,2,25870
0.0,2,25882
1.0,2,25493
146.0,0,25638
4.0,2,25576
2.0,2,30182
0.0,2,26920
18.0,2,27906
0.0,2,27116
0.0,2,27520
0.0,2,27126
8.0,2,30223
22.0,2,27968
2.0,2,25876
35.0,2,27636
0.0,2,27772
12.0,2,25861
0.0,2,25639
0.0,2,25721
0.0,2,27620
4.0,2,27381
0.0,2,27388
0.0,2,25677
0.0,2,25806
1.0,2,26304
0.0,2,26808
4.0,2,30081
0.0,2,25506
1.0,2,26967
3.0,2,26866
0.0,2,25682
0.0,2,25640
0.0,2,27493
0.0,2,26014
3.0,2,25902
3.0,2,25574
0.0,2,26012
0.0,2,26836
0.0,2,25534
0.0,2,27595
1.0,2,30069
11.0,2,27225
0.0,2,30051
0.0,2,25512
5.0,2,25637
3.0,2,30154
0.0,2,27155
0.0,2,26816
1.0,2,27593
1.0,2,30078
0.0,2,27568
0.0,2,25746
0.0,2,30166
9.0,2,27985
38.0,2,27534
0.0,2,28083
0.0,2,25554
1.0,2,30048
0.0,2,27471
1.0,2,27624
1.0,2,25974
1.0,2,30129
9.0,2,25895
18.0,2,27243
0.0,2,26011
3.0,2,27174
0.0,2,27844
0.0,2,27173
0.0,2,26711
23.0,2,27461
0.0,2,30140
16.0,2,26430
0.0,2,30268
0.0,2,25769
2.0,2,25967
1.0,2,25710
0.0,2,26175
0.0,2,26337
2.0,2,25541
0.0,2,27204
0.0,2,25606
4.0,2,27237
0.0,2,27230
32.0,2,27346
0.0,2,27472
50.0,2,25531
0.0,2,25923
0.0,2,25715
0.0,2,25477
0.0,2,26409
0.0,2,25960
2.0,2,27051
0.0,2,27539
0.0,2,30153
0.0,2,27094
0.0,2,26644
62.0,2,27976
20.0,2,27526
147.0,2,27956
2.0,2,26408
3.0,2,26597
1.0,2,27530
36.0,2,28149
37.0,2,25849
1.0,2,30146
156.0,0,27235
33.0,2,27510
1.0,2,27183
0.0,2,30299
2.0,2,27658
0.0,2,27299
0.0,2,30016
0.0,2,27101
0.0,2,26018
4.0,2,27527
0.0,2,27149
4.0,2,25869
0.0,2,27080
3.0,2,27872
0.0,2,25517
0.0,2,27417
0.0,2,25968
216.0,0,28133
16.0,2,30160
137.0,2,26923
0.0,2,26314
1.0,2,28012
5.0,2,25933
0.0,2,25623
0.0,2,27456
47.0,2,25650
0.0,2,30255
8.0,2,27601
21.0,2,25488
1.0,2,26743
2.0,2,25480
0.0,2,25547
1.0,2,28003
1.0,2,28047
19.0,2,26404
10.0,2,25607
4.0,2,27637
0.0,2,25659
0.0,2,25945
0.0,2,27488
0.0,2,25529
1.0,2,27405
0.0,2,30111
1.0,2,25793
0.0,2,25679
0.0,2,26900
0.0,2,26298
0.0,2,25855
9.0,2,27908
8.0,2,25980
0.0,2,30052
0.0,2,26902
0.0,2,25452
0.0,2,27928
1.0,2,30298
4.0,2,27494
0.0,2,27136
0.0,2,25996
1.0,2,27374
1.0,2,25963
2.0,2,25928
0.0,2,27245
0.0,2,25508
0.0,2,26630
24.0,2,27592
0.0,2,25690
24.0,2,30002
1.0,2,30134
0.0,2,26318
1.0,2,27652
0.0,2,25557
2.0,2,27485
9.0,2,28108
0.0,2,25670
3.0,2,28005
5.0,2,25569
55.0,2,28044
206.0,0,27043
0.0,2,25742
0.0,2,27883
0.0,2,27362
30.0,2,26979
3.0,2,27638
289.0,0,28006
23.0,2,27240
0.0,2,25596
11.0,2,27387
30.0,2,27966
0.0,2,27352
0.0,2,30137
0.0,2,26667
3.0,2,27642
10.0,2,28060
29.0,2,28120
13.0,2,27529
13.0,2,28124
13.0,2,27165
60.0,2,26983
0.0,2,25630
42.0,2,28046
0.0,2,25599
3.0,2,30176
16.0,2,27625
27.0,2,25450
22.0,2,25797
10.0,2,27316
19.0,2,25947
79.0,2,27892
1.0,2,27522
6.0,2,26885
33.0,2,27969
1.0,2,25479
5.0,2,28029
1.0,2,27798
0.0,2,27359
4.0,2,25674
1.0,2,27404
0.0,2,27945
0.0,2,25668
4.0,2,27369
9.0,2,25949
101.0,2,27907
0.0,2,25925
0.0,2,26349
0.0,2,25841
10.0,2,25845
0.0,2,25748
2.0,2,27895
45.0,2,25540
0.0,2,26120
11.0,2,25879
14.0,2,27059
1.0,2,30023
31.0,2,27218
0.0,2,30165
17.0,2,27954
0.0,2,27483
2.0,2,25894
0.0,2,27877
0.0,2,27287
0.0,2,27282
4.0,2,30122
0.0,2,25784
0.0,2,27786
3.0,2,28059
0.0,2,27377
7.0,2,26153
7.0,2,27986
0.0,2,30085
0.0,2,28049
12.0,2,28045
4.0,2,25601
0.0,2,25750
0.0,2,27673
2.0,2,27784
1.0,2,26872
4.0,2,27995
5.0,2,25631
14.0,2,27602
0.0,2,27168
0.0,2,27271
0.0,2,25495
0.0,2,25937
0.0,2,26738
18.0,2,27175
397.0,0,28037
2.0,2,25611
0.0,2,30261
0.0,2,25685
20.0,2,25832
2.0,2,25572
1.0,2,26963
7.0,2,27333
1.0,2,30121
0.0,2,30043
2.0,2,27793
0.0,2,27392
102.0,2,27960
0.0,2,27268
0.0,2,26068
0.0,2,25660
0.0,2,26661
0.0,2,30147
2.0,2,28021
0.0,2,25740
0.0,2,28116
23.0,2,27355
1.0,2,27562
0.0,2,25662
1.0,2,26420
0.0,2,27361
2.0,2,27426
0.0,2,25789
0.0,2,25558
0.0,2,25489
4.0,2,26373
8.0,2,25926
1.0,2,25510
7.0,2,27613
3.0,2,27345
0.0,2,26898
0.0,2,30145
0.0,2,25982
31.0,2,25804
0.0,2,26940
4.0,2,25544
1.0,2,27491
0.0,2,30286
0.0,2,30126
0.0,2,30269
3.0,2,26491
1.0,2,27394
0.0,2,28068
127.0,0,25872
0.0,2,27423
0.0,2,25777
0.0,2,25766
17.0,2,25878
0.0,2,26166
0.0,2,25708
1.0,2,27590
1.0,2,27660
14.0,2,25635
1.0,2,30066
0.0,2,27190
0.0,2,26594
1.0,2,25581
1.0,2,27915
0.0,2,25502
1.0,2,26059
5.0,2,27548
0.0,2,25667
0.0,2,25753
0.0,2,27143
6.0,2,27860
0.0,2,26986
1877.0,1,28150
100.0,0,27997
0.0,2,25655
26.0,2,25871
0.0,2,27902
85.0,2,27861
1.0,2,27111
2.0,2,27780
0.0,2,26009
3.0,2,30174
7.0,2,27930
0.0,2,27443
0.0,2,26731
4.0,2,25962
0.0,2,26859
0.0,2,25731
4.0,2,25932
0.0,2,30103
0.0,2,26074
0.0,2,26176
0.0,2,27304
0.0,2,26336
8.0,2,28145
4.0,2,25969
0.0,2,25460
1.0,2,30224
0.0,2,27916
9.0,2,25436
30.0,2,27003
0.0,2,26860
3.0,2,25536
1.0,2,30061
0.0,2,25811
2.0,2,25913
1.0,2,26709
0.0,2,27880
2.0,2,27350
17.0,2,25518
24.0,2,27591
1.0,2,25431
807.0,0,25760
75.0,2,28132
2129.0,1,25857
0.0,2,27102
1.0,2,28016
53.0,2,27436
0.0,2,27853
17.0,2,25496
0.0,2,25865
12.0,2,27372
1.0,2,28135
0.0,2,25711
1.0,2,27413
0.0,2,25498
32.0,2,27512
2.0,2,27881
0.0,2,25661
3.0,2,25468
0.0,2,30071
0.0,2,26523
0.0,2,25561
0.0,2,30132
0.0,2,27114
8.0,2,27944
0.0,2,27467
0.0,2,25588
0.0,2,27130
0.0,2,25514
3.0,2,27965
2.0,2,27848
0.0,2,28094
2.0,2,27411
0.0,2,25772
14.0,2,25706
0.0,2,26662
109.0,0,25435
0.0,2,28048
0.0,2,27735
0.0,2,30034
4.0,2,30179
0.0,2,25580
11.0,2,27974
64.0,2,28146
0.0,2,25934
10.0,2,28043
6.0,2,27581
3.0,2,25909
5.0,2,30118
1.0,2,30151
0.0,2,25582
0.0,2,27800
0.0,2,27221
4.0,2,27331
1.0,2,27890
0.0,2,25819
4.0,2,30046
0.0,2,26080
72.0,2,27647
22.0,2,27378
0.0,2,25818
2.0,2,30068
2.0,2,26713
25.0,2,27297
4.0,2,25730
0.0,2,27393
8.0,2,25836
0.0,2,30128
2.0,2,27765
11.0,2,30107
0.0,2,25542
1.0,2,26774
41.0,2,25654
6.0,2,28092
2.0,2,25755
2.0,2,27041
0.0,2,25442
0.0,2,27535
0.0,2,27544
13.0,2,30083
1.0,2,27777
0.0,2,27206
0.0,2,26118
1.0,2,27280
0.0,2,30272
20.0,2,30262
0.0,2,30185
1.0,2,26015
15.0,2,27434
2.0,2,25762
124.0,2,25656
43.0,2,27227
0.0,2,30260
3.0,2,26004
0.0,2,25912
2.0,2,27943
10.0,2,25641
0.0,2,25458
439.0,0,27513
6.0,2,28087
35.0,2,27897
0.0,2,27335
4.0,2,25922
3.0,2,30326
25.0,2,27998
0.0,2,27957
0.0,2,27288
22.0,2,26435
0.0,2,25466
1.0,2,27871
0.0,2,25664
10.0,2,26852
0.0,2,27730
0.0,2,25501
1.0,2,28095
0.0,2,27801
0.0,2,26826
0.0,2,25507
57.0,2,25831
6.0,2,27446
5.0,2,30180
0.0,2,30059
107.0,2,25859
9.0,2,25908
0.0,2,25672
0.0,2,30062
0.0,2,27854
1.0,2,30251
2.0,2,30304
7.0,2,30287
0.0,2,28097
19.0,2,25714
0.0,2,27152
3.0,2,28028
0.0,2,26813
18.0,2,27490
0.0,2,26016
5.0,2,27947
0.0,2,27452
0.0,2,26879
7.0,2,26350
0.0,2,27733
0.0,2,28057
1.0,2,30187
1.0,2,28123
0.0,2,25729
0.0,2,25448
0.0,2,26627
0.0,2,30095
1.0,2,30072
45.0,2,27555
0.0,2,26570
3.0,2,27596
0.0,2,25999
0.0,2,26693
0.0,2,25600
0.0,2,26873
0.0,2,25709
0.0,2,27307
0.0,2,27311
4.0,2,30031
0.0,2,26442
0.0,2,25455
0.0,2,28067
38.0,2,25743
0.0,2,25791
54.0,2,25657
17.0,2,27309
0.0,2,27894
0.0,2,27389
3.0,2,25985
0.0,2,25722
12.0,2,27938
0.0,2,27091
0.0,2,27337
0.0,2,26392
0.0,2,26666
1.0,2,30088
0.0,2,27340
0.0,2,25689
0.0,2,27560
33.0,2,28022
0.0,2,26064
57.0,2,28121
0.0,2,27704
0.0,2,25783
35.0,2,27621
0.0,2,27105
2.0,2,25807
1.0,2,30148
4.0,2,30057
0.0,2,30102
0.0,2,27912
1.0,2,25628
2.0,2,30065
5.0,2,25820
0.0,2,27440
6.0,2,27006
0.0,2,25998
0.0,2,26730
8.0,2,28064
0.0,2,27254
176.0,0,28147
0.0,2,26127
25.0,2,27437
0.0,2,27104
0.0,2,27475
36.0,2,27951
0.0,2,25749
0.0,2,25987
37.0,2,27420
25.0,2,27791
17.0,2,27946
44.0,2,27952
26.0,2,27999
0.0,2,27273
81.0,2,26978
26.0,2,27368
31.0,2,27646
13.0,2,27401
6.0,2,25848
3.0,2,27525
248.0,0,27850
0.0,2,30144
7.0,2,27991
15.0,2,27847
0.0,2,27805
0.0,2,27248
0.0,2,25633
3.0,2,25491
16.0,2,27654
0.0,2,27911
0.0,2,27391
0.0,2,27936
0.0,2,30096
0.0,2,27194
1.0,2,26386
0.0,2,27669
3.0,2,27543
173.0,0,25884
34.0,2,27545
42.0,2,28034
5.0,2,25616
0.0,2,25771
2.0,2,27298
0.0,2,30270
0.0,2,30159
2.0,2,26270
0.0,2,26458
4.0,2,28141
0.0,2,25992
2.0,2,27306
0.0,2,25853
0.0,2,27893
20.0,2,25728
29.0,2,26982
9.0,2,27573
0.0,2,30133
6.0,2,26488
0.0,2,26364
19.0,2,28143
0.0,2,30157
24.0,2,27457
187.0,0,25880
6.0,2,25942
5.0,2,28072
1.0,2,25911
0.0,2,26321
8.0,2,27478
3.0,2,30184
1.0,2,25834
0.0,2,26456
2.0,2,25634
13.0,2,27961
4.0,2,30058
0.0,2,25768
32.0,2,28035
0.0,2,26803
0.0,2,27264
0.0,2,27541
0.0,2,25586
0.0,2,26618
0.0,2,30047
22.0,2,26431
