new-issues,cluster,repo_id
0.0,0,27225
1.0,0,25910
0.0,0,27427
2.0,0,25915
1.0,0,27643
3.0,0,30126
0.0,0,27615
2.0,0,25683
1.0,0,25456
1.0,0,27460
0.0,0,27881
1.0,0,30250
1.0,0,27102
0.0,0,27282
0.0,0,28083
5.0,0,30059
3.0,0,30112
3.0,0,25594
3.0,0,27791
0.0,0,30051
0.0,0,26377
0.0,0,26566
97.0,0,27357
17.0,0,27039
5.0,0,25533
0.0,0,27385
0.0,0,25963
0.0,0,26893
0.0,0,27733
0.0,0,30256
58.0,0,27846
0.0,0,27477
0.0,0,27592
2.0,0,27368
3.0,0,25637
0.0,0,27306
0.0,0,25986
0.0,0,27244
0.0,0,26996
43.0,0,25728
7.0,0,30222
0.0,0,27902
0.0,0,27598
0.0,0,28082
0.0,0,27402
0.0,0,27530
0.0,0,25936
1.0,0,28079
0.0,0,26372
0.0,0,26842
5.0,0,25560
16.0,0,27840
8.0,0,25930
1.0,0,27661
20.0,0,30092
0.0,0,27532
16.0,0,30071
1.0,0,26710
0.0,0,26508
1.0,0,27541
88.0,0,28133
0.0,0,27756
5.0,0,27243
1.0,0,25525
3.0,0,25531
1.0,0,27350
1.0,0,27474
2.0,0,25961
0.0,0,26785
1.0,0,26868
2.0,0,30045
0.0,0,27437
0.0,0,27800
0.0,0,27534
0.0,0,25996
1.0,0,27236
30.0,0,28044
1.0,0,30158
0.0,0,27363
5.0,0,27908
0.0,0,27567
1.0,0,27580
1.0,0,27668
37.0,0,28063
0.0,0,25719
217.0,0,27850
8.0,0,25705
0.0,0,27517
0.0,0,27599
0.0,0,27049
0.0,0,28062
0.0,0,25843
0.0,0,25984
1.0,0,28007
0.0,0,27828
11.0,0,27864
0.0,0,26178
0.0,0,27554
0.0,0,27346
0.0,0,25994
5.0,0,25459
0.0,0,25466
1.0,0,25967
0.0,0,27272
0.0,0,27595
0.0,0,27448
3.0,0,25885
0.0,0,30121
13.0,0,27371
0.0,0,27629
12.0,0,25799
2.0,0,30091
7.0,0,27930
4.0,0,25833
0.0,0,26273
68.0,0,25635
0.0,0,26323
7.0,0,25643
0.0,0,27634
3.0,0,25762
54.0,0,27927
0.0,0,27516
1.0,0,25894
2.0,0,25587
0.0,0,27452
44.0,0,25738
0.0,0,25993
4.0,0,28018
1.0,0,25898
0.0,0,25715
0.0,0,25917
0.0,0,25900
43.0,0,27954
129.0,0,25703
0.0,0,27069
1.0,0,25516
4.0,0,25707
0.0,0,27824
0.0,0,27506
200.0,0,28006
6.0,0,26404
0.0,0,27539
103.0,0,25657
1.0,0,30270
3.0,0,25878
0.0,0,27021
59.0,0,30027
0.0,0,27620
2.0,0,25872
59.0,0,27997
48.0,0,26852
0.0,0,26830
0.0,0,27632
0.0,0,27576
0.0,0,27610
5.0,0,27215
1.0,0,27360
0.0,0,25941
43.0,0,27907
1.0,0,27204
0.0,0,27409
1.0,0,27925
0.0,0,27549
1.0,0,25953
0.0,0,27458
56.0,0,30026
0.0,0,25783
0.0,0,27429
2.0,0,30118
0.0,0,27718
0.0,0,25732
0.0,0,27428
0.0,0,27617
0.0,0,27799
2.0,0,30153
2.0,0,28149
3.0,0,25595
0.0,0,25660
0.0,0,27104
0.0,0,25794
2.0,0,27986
0.0,0,25858
0.0,0,30086
1.0,0,30141
0.0,0,25613
0.0,0,28075
1.0,0,27657
33.0,0,28117
30.0,0,25559
12.0,0,26350
2.0,0,25847
23.0,0,27914
0.0,0,27459
0.0,0,27440
11.0,0,28060
5.0,0,30184
0.0,0,30275
5.0,0,26005
0.0,0,25505
1.0,0,30030
0.0,0,27395
19.0,0,25980
11.0,0,27046
0.0,0,26347
7.0,0,25444
0.0,0,27455
1.0,0,27663
9.0,0,30048
0.0,0,25489
0.0,0,26647
0.0,0,27100
0.0,0,27415
0.0,0,26398
0.0,0,30201
0.0,0,27196
18.0,0,28064
12.0,0,28039
0.0,0,27445
1.0,0,28005
0.0,0,28110
0.0,0,27194
1.0,0,27058
1.0,0,28001
5.0,0,27655
0.0,0,25462
13.0,0,27006
0.0,0,27871
1.0,0,27793
0.0,0,26080
0.0,0,27481
0.0,0,27313
0.0,0,25951
0.0,0,27184
15.0,0,30108
3.0,0,30200
1.0,0,25568
5.0,0,27038
2.0,0,26979
4.0,0,28056
18.0,0,30055
146.0,0,27950
0.0,0,30274
0.0,0,27388
0.0,0,27804
0.0,0,27880
1.0,0,27662
1.0,0,27947
0.0,0,27187
2.0,0,25515
0.0,0,27588
2.0,0,28023
1.0,0,27022
0.0,0,26280
1.0,0,30149
0.0,0,25954
22.0,0,25540
0.0,0,27113
69.0,0,27847
0.0,0,25639
0.0,0,27260
0.0,0,27622
3.0,0,25436
0.0,0,27410
0.0,0,25925
0.0,0,26453
0.0,0,25468
0.0,0,26843
12.0,0,30074
0.0,0,30034
2.0,0,25952
0.0,0,27973
1.0,0,26399
0.0,0,27628
9.0,0,25539
1.0,0,27874
0.0,0,27340
0.0,0,25905
21.0,0,25438
0.0,0,27810
4.0,0,28135
0.0,0,27316
2.0,0,27624
0.0,0,25856
2.0,0,27992
1.0,0,27331
0.0,0,27353
13.0,0,25496
0.0,0,27195
15.0,0,25733
0.0,0,27407
4.0,0,28041
11.0,0,30167
0.0,0,25526
0.0,0,27312
0.0,0,27531
0.0,0,27612
0.0,0,27426
3.0,0,30078
0.0,0,26345
89.0,0,25656
0.0,0,26994
0.0,0,27492
0.0,0,25796
141.0,0,25704
8.0,0,27165
0.0,0,26274
0.0,0,25567
0.0,0,26408
0.0,0,27922
1.0,0,27056
1.0,0,25538
0.0,0,25503
4.0,0,25491
1.0,0,27917
52.0,0,25792
0.0,0,28076
11.0,0,25880
2.0,0,25672
2.0,0,27323
0.0,0,26709
0.0,0,27356
1.0,0,27660
1.0,0,27988
0.0,0,26522
0.0,0,26556
0.0,0,27552
1.0,0,25490
1.0,0,25757
0.0,0,25502
1.0,0,26120
2.0,0,25746
0.0,0,27495
0.0,0,27285
7.0,0,27548
2.0,0,30216
0.0,0,27499
0.0,0,30269
3.0,0,26940
0.0,0,25920
10.0,0,27490
0.0,0,27383
2.0,0,27042
47.0,0,25834
0.0,0,28073
0.0,0,26511
0.0,0,27321
0.0,0,27214
0.0,0,30099
0.0,0,25548
25.0,0,30064
0.0,0,27609
0.0,0,27577
1.0,0,26430
3.0,0,27436
0.0,0,26661
0.0,0,25480
0.0,0,27162
1.0,0,27217
2.0,0,30128
170.0,0,28147
0.0,0,27485
2.0,0,30072
1.0,0,25966
0.0,0,27855
1.0,0,28088
20.0,0,28014
14.0,0,25803
5.0,0,25908
8.0,0,25461
3.0,0,27929
0.0,0,27242
1.0,0,25624
3.0,0,25530
0.0,0,26352
14.0,0,27996
1.0,0,27654
0.0,0,25570
0.0,0,30271
